Sep 25-Sep 27,37,79%,Goodnight Mommy,3,$0.1M
Sep 25-Sep 27,38,13%,Sinister 2,6,$96.6k
Sep 25-Sep 27,39,74%,Avengers: Age of Ultron,22,$88.8k
Sep 25-Sep 27,40,99%,Phoenix,10,$86.0k
Sep 25-Sep 27,41,99%,Shaun the Sheep,9,$80.5k
Sep 25-Sep 27,42,7%,Hitman: Agent 47,6,$79.8k
Sep 25-Sep 27,43,50%,San Andreas,18,$69.1k
Sep 25-Sep 27,44,92%,Meru,7,$68.3k
Sep 25-Sep 27,45,35%,Max,14,$60.6k
Sep 25-Sep 27,46,87%,Mr. Holmes,11,$48.0k
Sep 25-Sep 27,47,45%,American Ultra,6,$47.9k
Sep 25-Sep 27,48,92%,The Black Panthers: Vanguard Of The Revolution,5,$47.0k
Sep 25-Sep 27,50,95%,The Second Mother (Que Horas Ela Volta?),5,$43.0k
Jul 10-Jul 12,1,54%,Minions,1,$115.7M
Jul 10-Jul 12,2,71%,Jurassic World,5,$18.2M
Jul 10-Jul 12,3,98%,Inside Out,4,$17.7M
Jul 10-Jul 12,4,26%,Terminator Genisys,3,$13.8M
Jul 10-Jul 12,5,16%,The Gallows,1,$9.8M
Jul 10-Jul 12,6,62%,Magic Mike XXL,3,$9.6M
Jul 10-Jul 12,7,46%,Ted 2,3,$5.7M
Jul 10-Jul 12,8,20%,Self/less,1,$5.4M
Jul 10-Jul 12,9,35%,Max,3,$3.5M
Jul 10-Jul 12,11,93%,Spy,6,$3.1M
Jul 10-Jul 12,12,97%,Amy,2,$1.8M
Jul 10-Jul 12,13,50%,San Andreas,7,$1.2M
Jul 10-Jul 12,14,81%,Me and Earl and the Dying Girl,5,$0.7M
Jul 10-Jul 12,15,87%,Dope,--,$0.6M
Jul 10-Jul 12,16,97%,Mad Max: Fury Road,9,$0.6M
Jul 10-Jul 12,17,74%,Avengers: Age of Ultron,11,$0.5M
Jul 10-Jul 12,18,89%,Love &amp; Mercy,6,$0.4M
Jul 10-Jul 12,19,94%,I'll See You in My Dreams,9,$0.4M
Jul 10-Jul 12,20,67%,Pitch Perfect 2,9,$0.3M
Jul 10-Jul 12,21,45%,Home,17,$0.2M
Jul 10-Jul 12,22,50%,Tomorrowland,8,$0.2M
Jul 10-Jul 12,23,81%,Testament Of Youth,6,$0.2M
Jul 10-Jul 12,24,80%,Infinitely Polar Bear,4,$0.2M
Jul 10-Jul 12,25,5%,Paul Blart: Mall Cop 2,13,$0.1M
Jul 10-Jul 12,26,59%,Insidious: Chapter 3,6,$0.1M
Jul 10-Jul 12,27,82%,The Overnight,4,$0.1M
Jul 10-Jul 12,28,91%,Cartel Land,2,$99.5k
Jul 10-Jul 12,29,84%,The Wolfpack,5,$96.9k
Jul 10-Jul 12,30,85%,Far From the Madding Crowd,11,$86.9k
Jul 10-Jul 12,31,10%,Faith Of Our Fathers,3,$82.2k
Jul 10-Jul 12,32,19%,Aloha,7,$78.2k
Jul 10-Jul 12,34,32%,Entourage,7,$69.9k
Jul 10-Jul 12,35,52%,Woman in Gold,16,$65.8k
Jul 10-Jul 12,36,31%,Poltergeist,8,$62.4k
Jul 10-Jul 12,37,95%,Tangerine,1,$60.7k
Jul 10-Jul 12,38,85%,Cinderella,18,$59.5k
Jul 10-Jul 12,39,40%,A Little Chaos,3,$55.5k
Jul 10-Jul 12,40,8%,Hot Pursuit,10,$53.2k
Jul 10-Jul 12,41,92%,Ex Machina,12,$43.8k
Jul 10-Jul 12,42,77%,Jimmy's Hall,3,$39.1k
Jul 10-Jul 12,43,100%,The Third Man,3437,$37.9k
Jul 10-Jul 12,44,86%,Hubble 3D,278,$33.8k
Jul 10-Jul 12,45,49%,Manglehorn,4,$23.3k
Jul 10-Jul 12,47,81%,Batkid Begins,3,$19.3k
Jul 10-Jul 12,49,80%,Island Of Lemurs: Madagascar,67,$17.8k
Jul 10-Jul 12,50,35%,Strangerland,1,$17.5k
Aug 28-Aug 30,1,90%,Straight Outta Compton,3,$13.1M
Aug 28-Aug 30,2,37%,War Room,1,$11.4M
Aug 28-Aug 30,3,92%,Mission: Impossible Rogue Nation,5,$8.2M
Aug 28-Aug 30,4,45%,No Escape,2,$8.1M
Aug 28-Aug 30,5,13%,Sinister 2,2,$4.7M
Aug 28-Aug 30,6,67%,The Man From U.N.C.L.E.,3,$4.4M
Aug 28-Aug 30,7,7%,Hitman: Agent 47,2,$4.2M
Aug 28-Aug 30,8,80%,Ant-Man,7,$3.1M
Aug 28-Aug 30,9,71%,Jurassic World,12,$3.0M
Aug 28-Aug 30,10,93%,The Gift,4,$3.0M
Aug 28-Aug 30,11,54%,Minions,8,$2.9M
Aug 28-Aug 30,12,45%,American Ultra,2,$2.9M
Aug 28-Aug 30,13,9%,Fantastic Four,4,$1.8M
Aug 28-Aug 30,14,41%,We Are Your Friends,1,$1.8M
Aug 28-Aug 30,15,64%,Ricki And The Flash,4,$1.7M
Aug 28-Aug 30,16,86%,Trainwreck,7,$1.7M
Aug 28-Aug 30,17,27%,Vacation,6,$1.6M
Aug 28-Aug 30,18,17%,Pixels,6,$1.5M
Aug 28-Aug 30,19,98%,Inside Out,11,$1.3M
Aug 28-Aug 30,20,99%,Shaun the Sheep,5,$1.1M
Aug 28-Aug 30,21,59%,Southpaw,6,$0.9M
Aug 28-Aug 30,22,87%,Mr. Holmes,7,$0.5M
Aug 28-Aug 30,23,81%,Mistress America,3,$0.4M
Aug 28-Aug 30,24,95%,The Diary Of A Teenage Girl,4,$0.4M
Aug 28-Aug 30,25,99%,Phoenix,6,$0.4M
Aug 28-Aug 30,26,92%,The End Of The Tour,5,$0.3M
Aug 28-Aug 30,27,93%,Grandma,2,$0.3M
Aug 28-Aug 30,28,92%,Meru,3,$0.3M
Aug 28-Aug 30,31,50%,San Andreas,14,$0.2M
Aug 28-Aug 30,32,35%,Max,10,$0.2M
Aug 28-Aug 30,33,74%,Avengers: Age of Ultron,18,$0.2M
Aug 28-Aug 30,34,26%,Terminator Genisys,10,$0.2M
Aug 28-Aug 30,35,55%,Paper Towns,6,$0.2M
Aug 28-Aug 30,36,86%,Assassination,4,$0.1M
Aug 28-Aug 30,37,93%,Spy,13,$0.1M
Aug 28-Aug 30,38,67%,Learning To Drive,2,$0.1M
Aug 28-Aug 30,39,97%,Amy,9,$0.1M
Aug 28-Aug 30,40,42%,Irrational Man,7,$0.1M
Aug 28-Aug 30,41,94%,Best Of Enemies,5,$86.9k
Aug 28-Aug 30,42,97%,Mad Max: Fury Road,16,$86.6k
Aug 28-Aug 30,43,50%,Tomorrowland,15,$77.6k
Aug 28-Aug 30,44,16%,The Gallows,8,$61.1k
Aug 28-Aug 30,45,77%,Z For Zachariah,1,$56.9k
Aug 28-Aug 30,46,62%,Magic Mike XXL,10,$56.5k
Aug 28-Aug 30,47,75%,Memories of the Sword,1,$50.2k
Aug 28-Aug 30,48,64%,Digging For Fire,2,$48.5k
Aug 28-Aug 30,49,96%,Rosenwald,3,$47.0k
Aug 28-Aug 30,50,97%,Listen To Me Marlon,6,$41.5k
Sep 11-Sep 13,1,19%,The Perfect Guy,1,$25.9M
Sep 11-Sep 13,2,62%,The Visit,1,$25.4M
Sep 11-Sep 13,3,37%,War Room,3,$7.8M
Sep 11-Sep 13,4,45%,A Walk In The Woods,3,$4.7M
Sep 11-Sep 13,5,92%,Mission: Impossible Rogue Nation,7,$4.1M
Sep 11-Sep 13,6,90%,Straight Outta Compton,5,$3.9M
Sep 11-Sep 13,7,45%,No Escape,4,$2.9M
Sep 11-Sep 13,8,16%,The Transporter Refueled,2,$2.8M
Sep 11-Sep 13,9,25%,90 Minutes In Heaven,1,$2.0M
Sep 11-Sep 13,10,69%,Un gallo con muchos huevos,2,$2.0M
Sep 11-Sep 13,11,67%,The Man From U.N.C.L.E.,5,$1.9M
Sep 11-Sep 13,12,80%,Ant-Man,9,$1.7M
Sep 11-Sep 13,13,98%,Inside Out,13,$1.5M
Sep 11-Sep 13,14,54%,Minions,10,$1.5M
Sep 11-Sep 13,15,93%,The Gift,6,$1.4M
Sep 11-Sep 13,16,13%,Sinister 2,4,$1.3M
Sep 11-Sep 13,17,71%,Jurassic World,14,$1.2M
Sep 11-Sep 13,18,17%,Pixels,8,$1.1M
Sep 11-Sep 13,19,86%,Trainwreck,9,$0.9M
Sep 11-Sep 13,20,7%,Hitman: Agent 47,4,$0.7M
Sep 11-Sep 13,21,67%,Learning To Drive,4,$0.7M
Sep 11-Sep 13,22,93%,Grandma,4,$0.6M
Sep 11-Sep 13,23,27%,Vacation,8,$0.6M
Sep 11-Sep 13,24,99%,Shaun the Sheep,7,$0.5M
Sep 11-Sep 13,25,9%,Fantastic Four,6,$0.4M
Sep 11-Sep 13,26,64%,Ricki And The Flash,6,$0.4M
Sep 11-Sep 13,27,45%,American Ultra,4,$0.3M
Sep 11-Sep 13,28,97%,Mad Max: Fury Road,18,$0.3M
Sep 11-Sep 13,29,59%,Southpaw,8,$0.3M
Sep 11-Sep 13,30,87%,Mr. Holmes,9,$0.3M
Sep 11-Sep 13,31,99%,Phoenix,8,$0.3M
Sep 11-Sep 13,32,92%,Meru,5,$0.3M
Sep 11-Sep 13,33,81%,Mistress America,5,$0.2M
Sep 11-Sep 13,35,74%,Avengers: Age of Ultron,20,$0.2M
Sep 11-Sep 13,36,50%,San Andreas,16,$0.1M
Sep 11-Sep 13,37,35%,Max,12,$0.1M
Sep 11-Sep 13,38,55%,Paper Towns,8,$92.7k
Sep 11-Sep 13,39,73%,Steve Jobs: Man in the Machine,2,$90.6k
Sep 11-Sep 13,40,59%,Sleeping with Other People,1,$89.1k
Sep 11-Sep 13,41,92%,The End Of The Tour,7,$83.6k
Sep 11-Sep 13,42,26%,Terminator Genisys,12,$77.0k
Sep 11-Sep 13,43,84%,Meet The Patels,1,$72.2k
Sep 11-Sep 13,44,87%,Dope,2,$67.6k
Sep 11-Sep 13,45,93%,Spy,15,$66.5k
Sep 11-Sep 13,46,97%,Amy,11,$64.5k
Sep 11-Sep 13,47,79%,Goodnight Mommy,1,$60.3k
Sep 11-Sep 13,49,95%,The Diary Of A Teenage Girl,6,$55.2k
Sep 11-Sep 13,50,75%,The Beauty Inside,1,$50.5k
Jul 17-Jul 19,1,80%,Ant-Man,1,$57.2M
Jul 17-Jul 19,2,54%,Minions,2,$49.3M
Jul 17-Jul 19,3,86%,Trainwreck,1,$30.1M
Jul 17-Jul 19,4,98%,Inside Out,5,$11.5M
Jul 17-Jul 19,5,71%,Jurassic World,6,$11.5M
Jul 17-Jul 19,6,26%,Terminator Genisys,4,$5.4M
Jul 17-Jul 19,7,62%,Magic Mike XXL,4,$4.4M
Jul 17-Jul 19,8,16%,The Gallows,2,$4.0M
Jul 17-Jul 19,10,46%,Ted 2,4,$2.6M
Jul 17-Jul 19,11,87%,Mr. Holmes,1,$2.4M
Jul 17-Jul 19,12,20%,Self/less,2,$2.3M
Jul 17-Jul 19,13,35%,Max,4,$1.9M
Jul 17-Jul 19,14,93%,Spy,7,$1.5M
Jul 17-Jul 19,15,97%,Amy,3,$1.1M
Jul 17-Jul 19,17,50%,San Andreas,8,$0.6M
Jul 17-Jul 19,18,74%,Avengers: Age of Ultron,12,$0.5M
Jul 17-Jul 19,19,97%,Mad Max: Fury Road,10,$0.4M
Jul 17-Jul 19,20,87%,Dope,--,$0.3M
Jul 17-Jul 19,21,89%,Love &amp; Mercy,7,$0.2M
Jul 17-Jul 19,22,81%,Me and Earl and the Dying Girl,6,$0.2M
Jul 17-Jul 19,23,67%,Pitch Perfect 2,10,$0.2M
Jul 17-Jul 19,24,94%,I'll See You in My Dreams,10,$0.2M
Jul 17-Jul 19,25,45%,Home,18,$0.2M
Jul 17-Jul 19,26,42%,Irrational Man,1,$0.2M
Jul 17-Jul 19,27,50%,Tomorrowland,9,$0.1M
Jul 17-Jul 19,28,81%,Testament Of Youth,7,$0.1M
Jul 17-Jul 19,29,91%,Cartel Land,3,$0.1M
Jul 17-Jul 19,30,80%,Infinitely Polar Bear,5,$0.1M
Jul 17-Jul 19,31,5%,Paul Blart: Mall Cop 2,14,$0.1M
Jul 17-Jul 19,33,32%,Entourage,8,$88.0k
Jul 17-Jul 19,34,95%,Tangerine,2,$74.9k
Jul 17-Jul 19,35,77%,Jimmy's Hall,4,$64.3k
Jul 17-Jul 19,36,59%,Insidious: Chapter 3,7,$55.4k
Jul 17-Jul 19,37,84%,The Wolfpack,6,$51.9k
Jul 17-Jul 19,38,82%,The Overnight,5,$50.9k
Jul 17-Jul 19,39,85%,Far From the Madding Crowd,12,$50.0k
Jul 17-Jul 19,40,85%,Cinderella,19,$48.0k
Jul 17-Jul 19,41,8%,Hot Pursuit,11,$45.9k
Jul 17-Jul 19,42,19%,Aloha,8,$44.7k
Jul 17-Jul 19,43,86%,Hubble 3D,279,$41.2k
Jul 17-Jul 19,44,31%,Poltergeist,9,$40.6k
Jul 17-Jul 19,45,52%,Woman in Gold,17,$38.9k
Jul 17-Jul 19,46,85%,The Stanford Prison Experiment,1,$37.5k
Jul 17-Jul 19,47,92%,Ex Machina,13,$30.7k
Jul 17-Jul 19,48,10%,Faith Of Our Fathers,4,$27.7k
Jul 17-Jul 19,49,51%,Boulevard,2,$27.5k
Jul 17-Jul 19,50,100%,The Third Man,3438,$26.1k
Jun 26-Jun 28,1,71%,Jurassic World,3,$54.5M
Jun 26-Jun 28,2,98%,Inside Out,2,$52.3M
Jun 26-Jun 28,3,46%,Ted 2,1,$33.5M
Jun 26-Jun 28,4,35%,Max,1,$12.2M
Jun 26-Jun 28,5,93%,Spy,4,$7.9M
Jun 26-Jun 28,6,50%,San Andreas,5,$5.4M
Jun 26-Jun 28,7,87%,Dope,--,$2.8M
Jun 26-Jun 28,8,59%,Insidious: Chapter 3,4,$2.0M
Jun 26-Jun 28,9,97%,Mad Max: Fury Road,7,$1.8M
Jun 26-Jun 28,10,74%,Avengers: Age of Ultron,9,$1.7M
Jun 26-Jun 28,11,67%,Pitch Perfect 2,7,$1.5M
Jun 26-Jun 28,12,89%,Love &amp; Mercy,4,$1.3M
Jun 26-Jun 28,13,50%,Tomorrowland,6,$1.1M
Jun 26-Jun 28,14,81%,Me and Earl and the Dying Girl,3,$1.0M
Jun 26-Jun 28,15,32%,Entourage,5,$0.8M
Jun 26-Jun 28,16,94%,I'll See You in My Dreams,7,$0.6M
Jun 26-Jun 28,17,45%,Home,15,$0.4M
Jun 26-Jun 28,18,5%,Paul Blart: Mall Cop 2,11,$0.3M
Jun 26-Jun 28,19,85%,Cinderella,16,$0.3M
Jun 26-Jun 28,20,19%,Aloha,5,$0.2M
Jun 26-Jun 28,21,84%,The Wolfpack,3,$0.2M
Jun 26-Jun 28,22,40%,A Little Chaos,1,$0.2M
Jun 26-Jun 28,23,81%,Testament Of Youth,4,$0.2M
Jun 26-Jun 28,24,85%,Far From the Madding Crowd,9,$0.2M
Jun 26-Jun 28,26,31%,Poltergeist,6,$0.2M
Jun 26-Jun 28,27,82%,The Overnight,2,$0.2M
Jun 26-Jun 28,28,8%,Hot Pursuit,8,$0.1M
Jun 26-Jun 28,29,52%,Woman in Gold,14,$0.1M
Jun 26-Jun 28,30,52%,Escobar: Paradise Lost,1,$0.1M
Jun 26-Jun 28,32,30%,Insurgent,15,$99.7k
Jun 26-Jun 28,33,54%,The Age of Adaline,10,$89.1k
Jun 26-Jun 28,34,80%,Infinitely Polar Bear,2,$69.2k
Jun 26-Jun 28,35,86%,Hubble 3D,276,$49.5k
Jun 26-Jun 28,36,29%,Get Hard,14,$35.4k
Jun 26-Jun 28,37,94%,Monkey Kingdom,11,$35.0k
Jun 26-Jun 28,38,67%,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,8,$28.7k
Jun 26-Jun 28,40,100%,The Third Man,3435,$24.8k
Jun 26-Jun 28,41,49%,Manglehorn,2,$22.8k
Jun 26-Jun 28,42,80%,Island Of Lemurs: Madagascar,65,$19.9k
Jun 26-Jun 28,43,81%,Batkid Begins,1,$19.4k
Jun 26-Jun 28,44,93%,The Farewell Party,6,$19.3k
Jun 26-Jun 28,45,75%,Big Game,1,$17.4k
Jun 26-Jun 28,46,87%,The Tribe,3,$17.4k
Jun 26-Jun 28,47,97%,Iris,10,$17.0k
Jun 26-Jun 28,49,82%,Eden,2,$13.5k
Jun 26-Jun 28,50,52%,Gemma Bovery,5,$13.0k
